"CASE","language","scenario","question","text","robot_label"
585,"ES","mvs","open_3","Garantizar seguridad en el almacenamiento de datos, transparencia sobre cómo se usan las mediciones y definir responsabilidad en caso de lecturas erróneas. Además, asegurar que el robot complemente la atención, sin reemplazar el contacto humano que muchos pacientes necesitan.","Monitoring Vital Signs"
586,"ES","am","open_1","Los beneficios terapéuticos de rehabilitación que pudieran tener en los pacientes","Assisting with Mobility"
586,"ES","am","open_2","No","Assisting with Mobility"
586,"ES","bed","open_1","Pacientes con obesidad, sobrepeso.","Helping Patients into Bed"
586,"ES","bed","open_2","No lo veo","Helping Patients into Bed"
586,"ES","bed","open_3","No considero que deban añadirse más cuestiones éticas","Helping Patients into Bed"
586,"ES","ds","open_1","La urgencia de necesitar un medicamento y que sea un lento traslado o la alta demanda de medicamentos, insumos, equipos estériles etc.","Delivering Supplies"
586,"ES","ds","open_2","No","Delivering Supplies"
586,"ES","mvs","open_1","Puede establecerse un tiempo periódico para revisar signos vitales lo cual es muy favorable","Monitoring Vital Signs"
586,"ES","mvs","open_2","No","Monitoring Vital Signs"
587,"ES","am","open_1","Yo aceptaría este robot porque puede ayudar mucho a los pacientes que están en rehabilitación. Les da apoyo para caminar, mantener el equilibrio y moverse sin caerse.","Assisting with Mobility"
587,"ES","am","open_2","El robot podría fallar o dejar de funcionar mientras el paciente lo usa, lo que podría causar una caída o una lesión.","Assisting with Mobility"
587,"ES","am","open_3","Que el robot sea seguro y probado antes de usarse con personas.
Que siempre haya supervisión de un profesional de la salud mientras se usa el robot.
Que los pacientes decidan libremente si quieren usarlo.","Assisting with Mobility"
587,"ES","bed","open_1","Yo aceptaría este robot porque puede ayudar mucho a mover a los pacientes sin causarles dolor y sin que los cuidadores se lastimen.","Helping Patients into Bed"
587,"ES","bed","open_2","El robot podría fallar al levantar al paciente, y que podría provocar una caída.","Helping Patients into Bed"
587,"ES","bed","open_3","Que el robot sea seguro y confiable.","Helping Patients into Bed"
587,"ES","ds","open_1","Yo aceptaría el uso de estos robots porque pueden ayudar mucho al personal de salud. Pueden hacer tareas que se repiten o que toman tiempo, como llevar materiales o medicinas, para que los enfermeros y doctores se enfoquen en cuidar a los pacientes.","Delivering Supplies"
587,"ES","ds","open_2","Sí, hay riesgos importantes. La privacidad de los datos: estos robots guardan información de los pacientes, por eso deben tener mucha seguridad y cuidar bien esa información para que nadie la use mal.","Delivering Supplies"
587,"ES","ds","open_3","Se debe mantener el trato amable y cercano con los pacientes. Los robots deben servir para ayudar, no para reemplazar la relación entre las personas que cuidan y los pacientes.","Delivering Supplies"
587,"ES","mvs","open_1","Yo aceptaría este robot porque puede ayudar mucho al personal de salud. Puede tomar la presión, identificar al paciente con su pulsera y preguntar por su nivel de dolor, lo que ahorra tiempo y evita errores.","Monitoring Vital Signs"
587,"ES","mvs","open_2","Puede haber fallas, por ejemplo, si el robot toma mal la presión o confunde al paciente.","Monitoring Vital Signs"
587,"ES","mvs","open_3","Que el robot sea seguro y confiable antes de usarse con pacientes.
Que la información del paciente esté protegida.
Que siempre haya supervisión humana, para revisar los datos o corregir errores.","Monitoring Vital Signs"
588,"ES","am","open_1","Considero que cualquier cosa que pueda mejorar el bienestar del paciente DEBE ser utilizado y este robot podría ayudar bastante con la recuperación o rehabilitación","Assisting with Mobility"
588,"ES","am","open_2","No veo ningún riesgo o preocupación ética","Assisting with Mobility"
588,"ES","am","open_3","No creo que haya cuestiones éticas a considerar","Assisting with Mobility"
588,"ES","bed","open_1","Creo que sería increíble contar con una herramienta que nos facilite la movilización de los pacientes y así evitar que se formen úlceras por presión que puedan progresar de grado","Helping Patients into Bed"
588,"ES","bed","open_2","No creo que haya que tener alguna preocupación ética o riesgo","Helping Patients into Bed"
588,"ES","bed","open_3","No creo que haya que considerar cuestiones éticas","Helping Patients into Bed"
588,"ES","ds","open_1","Me parece que, aunque es algo lento, ayudaría bastante con las tareas que no requieren de un uso de lógica elevado, simplemente de transporte","Delivering Supplies"
588,"ES","ds","open_2","No, no veo ningún riesgo para nadie","Delivering Supplies"
588,"ES","ds","open_3","Tal vez el hecho de que ese trabajo podría ser de un ser humano","Delivering Supplies"
588,"ES","mvs","open_1","Me parece que realizan una actividad crucial y que un robot que esté bien hecho podría realizarla de manera correcta. Además no necesita descanso por lo que podría llevar un control estrecho en los pacientes que lo nedesiten","Monitoring Vital Signs"
588,"ES","mvs","open_2","No veo ningún riesgo","Monitoring Vital Signs"
588,"ES","mvs","open_3","No creo que haya algo que no sea ético","Monitoring Vital Signs"
589,"ES","am","open_1","La rehabilitación es una tarea de suma importancia en los hospitales, muchas veces está limitada a las capacidades de los rehabilitadores, quienes también se ven fatigados por la dificultad de sostener el peso de otra persona. Un exoesqueleto que permite la recuperación y proporciona más seguridad al paciente es una herramienta increíble.","Assisting with Mobility"
589,"ES","am","open_2","Únicamente hacer el robot lo más seguro posible, para que los pacientes confíen en su recuperación con esta herramienta y no se vean expuestos a ninguna clase de riesgo.","Assisting with Mobility"
589,"ES","am","open_3","La seguridad y la vigilancia por un profesional de la salud.","Assisting with Mobility"
589,"ES","bed","open_1","Creo que trasladar a un paciente en medios hospitalarios es una tarea de muchísimo riesgo, tanto para el personal encargado de moverlos, como para los pacientes. Seria demasiado útil contar con una herrramienta como esta en todos los hospitales.","Helping Patients into Bed"
589,"ES","bed","open_2","Sinceramente no creo que exista alguna preocupación ética. Creo que funciona justo como una grúa y mientras se utilice en los casos adecuados, siendo supervisado por un profesional de la salud, su uso sería maravilloso.","Helping Patients into Bed"
589,"ES","bed","open_3","Ya que su tarea principal únicamente es transportar, es importante que la forma o medidas de transporte sean especificadas por profesionales de la salud que conocen la situación específica del paciente, tales como fracturas o lesiones.","Helping Patients into Bed"
589,"ES","ds","open_1","Considero que este robot puede ser de muchísima utilidad para hacer más eficiente la tarea de entregar medicamentos o insumos, además deser un medio un poco más seguro de transporte.","Delivering Supplies"
589,"ES","ds","open_2","El riesgo que más he pensado es que sea posible que no sea completamente rastreable la ubicación del robot y que en alguna equivocación, se mande a un lugar a donde no debería ir.","Delivering Supplies"
589,"ES","ds","open_3","Protección de la configuración, que no sea tan sencillo hackearlo o mover su destino.","Delivering Supplies"
589,"ES","mvs","open_1","Creo que sería adecuado utilizarlo en atención de primer nivel, facilitando y haciendo más eficientes los procesos. Sin embargo, creo que en casos específicos, como pacientes pediátricos, geriátricos o psiquiátricos puede llegar a ser un problema, sobre todo para que dicho público,comprenda la forma en que se usan.","Monitoring Vital Signs"
589,"ES","mvs","open_2","Considero que gran parte de la clínica es observar al paciente. Durante la toma de signos vitales y la examinación en general, es posible conocer más sobre la persona que estamos atendiendo, otorgando un espacio seguro y de confianza para ellos y brindando tranquilidad y comprensión, lo cual no estoy segura que se logre con un robot.","Monitoring Vital Signs"
589,"ES","mvs","open_3","La privacidad de los datos que obtiene, así como establecer las funciones que va a desempeñar.","Monitoring Vital Signs"
590,"ES","am","open_1","Es un robot que en lo general tiene mas ventajas que desventajas y es que es un exosesqueleto que de manera segura ayuda a una mejor recuperación de la movilidad, no requiere de mucho como un software y ademas es personalizado.","Assisting with Mobility"
590,"ES","am","open_2","Creo que solo seria el que tenga mantenimientos defectuosos, ademas de eso me parece que es ético su uso.","Assisting with Mobility"
590,"ES","am","open_3","Que la informacion del paciente respecto a sus medias y enfermedad sean confidenciales y solo sean usadas para el propósito del robot","Assisting with Mobility"
590,"ES","bed","open_1","Que aunque el robot me ayude en hacer el movimiento y a cargar al paciente aún así se tiene que estar vigilando al momento de realizar la acción por lo que no puedo ser tan productiva ya que tengo que estar vigilando que se haga el movimiento correctamente y que lo hace un poco lento entonces podría perder tiempo si se hace en un lugar con muchos pacientes. Por otra parte ayudaría mucho al personal en que se reducirían las lesiones por cargar pacientes y el esfuerzo físico disminuiría bastante.","Helping Patients into Bed"
590,"ES","bed","open_2","No creo que haya algún riesgo ético ya que es solo una pequeña parte en el tratamiento de la persona y no implica que intervenga en el tratamiento del paciente.","Helping Patients into Bed"
590,"ES","bed","open_3","Creo que solo con comentarle al paciente y que de su consentimiento para que sea cargado por el robot mientras sea supervisado es o único que me preocuparía, de ahi en fuera no creo que se ponga en riesgo otras cuestiones éticas.","Helping Patients into Bed"
590,"ES","ds","open_1","Mi principal razón para aceptarlo es que si ahorraría mucho tiempo en estar llevando y trayendo las muestras desde un lugar a otro y creo que si podría ser mucho mas productiva en otras tareas que necesiten mas de mi atención sin embargo creo que la seguridad tendría que ser muy importante en este tipo de robot para que la muestra llegue a la persona correcta","Delivering Supplies"
590,"ES","ds","open_2","Si, que el robot pueda ser abierto por diferentes personas y que entonces las muestras o informacion del paciente puedan ser vulneradas, así como un correcto almacenamiento y manejo de las muestras, que llegue solo al lugar indicado.","Delivering Supplies"
